Address,Sold Price,Type,Year built,Heating,Cooling,Parking,Bedrooms,Bathrooms,Elementary School Score,Elementary School Distance,Middle School Score,Middle School Distance,High School Score,High School Distance,Appliances included,Laundry features,Zip,Neighborhood
1525 N Hayworth Ave APT 205,635000.0,Condo,1959.0,Central,,"Auto Driveway Gate, Underground",2,1.0,7.0,0.7,3.0,1.8,7.0,1.0,"Dishwasher, Refrigerator",Community,90046,Hollywood Hills
325 N Dillon St,754000.0,SingleFamily,1917.0,Central,Central Air,"Driveway, Garage",3,1.0,5.0,0.5,5.0,0.6,3.0,1.4,Refrigerator,,90026,Echo Park
13010 Towne Ave,497500.0,SingleFamily,1971.0,Central,,"Garage - Attached, Covered",4,2.0,7.0,0.9,5.0,1.7,3.0,0.8,,Inside,90061,South Los Angeles
416 S Spring St APT 606,889000.0,Condo,1914.0,Central,Central Air,0 spaces,2,2.0,,,3.0,1.4,3.0,1.2,"Dishwasher, Disposal, Refrigerator, Washer, Dryer",,90013,Little Tokyo
4022 Homer St,620000.0,SingleFamily,1912.0,Forced Air,Central Air,Gated,2,1.0,6.0,0.2,5.0,0.9,,,,,90031,Lincoln Heights
3029 Berkeley Ave #1/2,745000.0,Condo,,Central,,Garage - Single Door,2,1.0,5.0,0.2,6.0,0.8,8.0,1.3,"Dishwasher, Refrigerator, Oven, Range, Washer, Dryer",,90026,Echo Park
10308 Mississippi Ave,1435000.0,SingleFamily,1937.0,Forced air,Central,"Garage, Garage - Attached, Covered",2,2.0,9.0,0.8,,,6.0,2.7,"Dishwasher, Dryer, Freezer, Garbage disposal, Microwave, Range / Oven, Refrigerator, Washer",,90025,West Los Angeles
421 S La Fayette Park Pl APT 311,350000.0,Condo,1971.0,Central,Central Air,Community Structure,1,1.0,3.0,0.3,5.0,0.8,3.0,1.2,"Dishwasher, Disposal, Microwave, Refrigerator",Community,90057,Westlake
3544 S Centinela Ave APT 302,805000.0,Condo,1985.0,Central,Central Air,Assigned,2,2.0,8.0,0.5,3.0,1.3,6.0,0.9,"Dishwasher, Refrigerator, Microwave, Oven",,90066,Mar Vista
1878 N Alvarado St,849000.0,Townhouse,1991.0,Central,Central Air,"Carport, Garage - Two Door",3,3.0,8.0,0.1,6.0,1.6,3.0,1.7,"Dishwasher, Disposal, Oven, Dryer",In Garage,90026,Echo Park
2702 Glendale Blvd,820000.0,SingleFamily,1930.0,Forced Air,,"Driveway, Garage - Two Door",2,2.0,9.0,0.3,6.0,1.3,8.0,0.9,,,90039,Atwater Village
1025 Dewey Ave APT 304,500000.0,Condo,2006.0,Central,Central Air,"Community Structure, Tandem",2,2.0,3.0,0.6,3.0,0.2,4.0,0.9,Refrigerator,,90006,Pico-Union
2316 E 119th St,445000.0,SingleFamily,1918.0,,,,4,2.0,5.0,0.2,2.0,0.3,3.0,1.6,,"Gas Dryer Hookup, In Kitchen",90059,Willowbrook
4088 Athenian Way,999999.0,SingleFamily,1956.0,Central,,Garage - Attached,3,2.0,,,2.0,1.4,,,Dishwasher,Inside,90043,View Park-Windsor Hills
1716 S Shenandoah St,1335000.0,SingleFamily,1939.0,Central,Central,"Garage, Garage - Detached, Covered",2,2.0,7.0,0.5,3.0,3.5,6.0,1.0,Dishwasher,In Closet,90035,Beverlywood
3770 Dover Pl,1100000.0,SingleFamily,1924.0,Floor Furnace,,Driveway,3,2.0,5.0,0.1,,,8.0,1.2,"Dishwasher, Refrigerator, Washer, Dryer",,90039,Atwater Village
441 N Orlando Ave,3295000.0,SingleFamily,1925.0,Central,Central Air,"Auto Driveway Gate, Driveway, On Street",4,4.0,4.0,0.1,7.0,2.5,7.0,0.9,"Dishwasher, Disposal, Microwave, Refrigerator, Washer, Dryer","In Kitchen, Upper Level",90048,Beverly Grove
8466 Allenwood Rd,4245000.0,SingleFamily,,Central,Central Air,"Driveway, Garage - Two Door",4,5.0,9.0,0.3,3.0,3.4,7.0,2.6,"Double Oven, Microwave, Range, Range Hood",Laundry Room,90046,Hollywood Hills
802 Spence St,552500.0,SingleFamily,1928.0,,Central Air,Garage,2,2.0,2.0,0.3,3.0,0.3,3.0,1.1,,"Gas & Electric Dryer Hookup, Inside",90023,Boyle Heights
12234 Everglade St,2982372.0,SingleFamily,1954.0,Central,Central Air,"Driveway, Garage - Two Door",4,4.0,8.0,0.4,3.0,1.1,6.0,1.0,"Dishwasher, Disposal, Refrigerator, Vented Exhaust Fan, Washer, Dryer",Laundry Room,90066,Mar Vista
2018 Griffith Park Blvd APT 111,682000.0,Condo,1982.0,Central,Central Air,"Assigned, Community Structure, Controlled Entrance",2,2.0,9.0,0.8,6.0,0.5,8.0,0.7,"Dishwasher, Disposal, Microwave, Refrigerator, Washer, Dryer",,90039,Atwater Village
223 E 84th St,429000.0,SingleFamily,1925.0,Wall Furnace,"Wall/Window Unit(s), None",,4,2.0,3.0,0.3,2.0,1.0,,,,"Gas Dryer Hookup, Washer Hookup",90003,South Los Angeles
11361 Tenino Ave,1010000.0,SingleFamily,1948.0,Wall Furnace,,Driveway,2,1.0,3.0,0.5,2.0,1.0,6.0,1.9,"Electric Oven, Electric Range, Tankless Water Heater","Laundry Room, Inside",90066,Mar Vista
1010 N Curson Ave APT 101,1150000.0,Townhouse,2006.0,Central,Central Air,"Assigned, Community Structure, Garage, Guest, Side By Side",3,3.0,3.0,0.5,,,7.0,0.5,"Dishwasher, Disposal, Microwave, Refrigerator, Washer, Dryer","Laundry Closet, Upper Level",90046,Hollywood Hills
2538 Onyx Dr,702000.0,SingleFamily,1919.0,,,Garage - Single Door,2,2.0,4.0,0.5,5.0,1.2,4.0,0.8,"Gas Range, Refrigerator","Common Area, Gas Dryer Hookup",90032,El Sereno
1150 Olancha Dr,1345000.0,SingleFamily,1980.0,Central,Central Air,Garage - Two Door,3,3.0,7.0,0.6,,,7.0,1.2,"Dishwasher, Refrigerator",Laundry Room,90065,Glassell Park
7816 Westlawn Ave,1445000.0,SingleFamily,1947.0,Central,,"Driveway, Garage",3,2.0,9.0,0.4,,,,,,See Remarks,90045,Westchester
8626 Allenwood Rd,3700000.0,SingleFamily,1959.0,"Forced air, Electric, Gas",Central,Carport,4,4.0,9.0,0.4,3.0,3.6,7.0,2.7,"Dishwasher, Dryer, Freezer, Garbage disposal, Range / Oven, Refrigerator, Trash compactor, Washer",,90046,Hollywood Hills
5307 S Wilton Pl,502000.0,SingleFamily,1921.0,Wall Furnace,,Garage,3,2.0,3.0,0.4,,,,,,"Laundry Room, Inside",90062,South Los Angeles
948 Stone Canyon Rd,2600000.0,SingleFamily,1937.0,Central,Central Air,Garage,2,3.0,9.0,1.6,,,6.0,3.0,"Dishwasher, Disposal",In Garage,90077,Bel-Air
1701 Leighton Ave,556500.0,SingleFamily,1922.0,,,Driveway,2,1.0,2.0,0.2,,,,,"Gas Oven, Refrigerator, Microwave, Range",,90062,South Los Angeles
2115 W 82nd St,525000.0,SingleFamily,1925.0,Central,Central Air,"Detached Carport, Covered, Driveway",2,1.0,3.0,0.5,4.0,2.8,2.0,1.9,"Dishwasher, Disposal, Microwave, Refrigerator",Inside,90047,South Los Angeles
3206 Larissa Dr,417500.0,Condo,1923.0,Wall Furnace,Wall/Window Unit(s),,1,1.0,5.0,0.2,6.0,0.8,8.0,1.4,"Refrigerator, Oven, Range","Laundry Closet, Inside, Stackable",90026,Echo Park
1551 Carmona Ave,1200000.0,SingleFamily,1928.0,Central,"Central, Air Conditioning","Garage - Detached, Covered",3,2.0,4.0,0.2,,,7.0,2.3,"Dishwasher, Dryer, Garbage disposal, Range / Oven, Refrigerator, Washer",Laundry Area,90019,Mid-City
5260 San Vicente Blvd,845000.0,SingleFamily,1927.0,Wall Furnace,,"Driveway, Garage - Single Door",2,1.0,4.0,0.5,,,7.0,2.0,Refrigerator,,90019,Mid-City
7829 Electra Dr,4000000.0,SingleFamily,,"Central, Zoned",Central Air,Built-In Storage,5,4.0,7.0,0.8,3.0,2.0,7.0,1.5,"Dishwasher, Disposal, Refrigerator, Washer, Dryer",Laundry Room,90046,Hollywood Hills
3582 Division St,1010000.0,SingleFamily,1953.0,"Natural Gas, Floor Furnace",,Concrete,3,3.0,4.0,0.8,,,,,,"Outside, None, Laundry Room",90065,Glassell Park
1778 N Orange Grove Ave,1798000.0,SingleFamily,1926.0,Central,Central Air,Garage,3,4.0,7.0,0.6,3.0,1.8,7.0,1.3,"Disposal, Microwave, Refrigerator, Washer, Dryer",Inside,90046,Hollywood Hills
216 E 137th St,530000.0,SingleFamily,1949.0,Central,Central Air,"Concrete, Garage - Two Door, Private",5,3.0,3.0,0.2,4.0,2.4,3.0,3.0,,,90061,South Los Angeles
8111 Romaine St,1415000.0,SingleFamily,2015.0,Central,Central Air,Tandem,2,3.0,3.0,0.2,,,7.0,0.6,"Dishwasher, Refrigerator, Washer, Dryer",Laundry Closet,90046,Hollywood Hills
11834 Pacific Ave,1338000.0,SingleFamily,1947.0,Central,,Driveway,2,1.0,6.0,0.4,2.0,1.2,6.0,1.3,,,90066,Mar Vista
3762 S Gramercy Pl,601000.0,SingleFamily,1925.0,Central,Central Air,Garage,2,1.0,,,,,,,"Dishwasher, Disposal, Gas Range, Water Heater",See Remarks,90018,Jefferson Park
715 W 109th Pl,600000.0,SingleFamily,1951.0,"Central, Forced Air",Central Air,"Concrete, Garage, Garage Faces Side, Garage - Two Door, Garage Door Opener, Gated",3,2.0,,,2.0,1.1,2.0,1.0,"Dishwasher, Free-Standing Range, Gas Oven, Gas Range, Gas Water Heater, Range Hood","Gas Dryer Hookup, Laundry Room, Inside",90044,South Los Angeles
715 N Vista St,1570000.0,SingleFamily,1923.0,Central,"Central Air, Electric, Gas","Garage - Two Door, Permit Required",4,3.0,3.0,0.7,,,7.0,0.5,"Dishwasher, Disposal, Microwave, Refrigerator, Washer, Dryer",,90046,Hollywood Hills
6027 Tipton Way,491000.0,SingleFamily,1923.0,,,"Driveway, Garage - Single Door",1,1.0,4.0,0.2,6.0,0.8,7.0,1.0,Dishwasher,,90042,Highland Park
3586 Ocean View Ave,2817500.0,SingleFamily,1939.0,Central,Central Air,"Garage, On Street",4,3.0,8.0,0.5,3.0,1.3,6.0,0.9,"Dishwasher, Disposal, Refrigerator, Washer, Dryer",Inside,90066,Mar Vista
2355 Meadowvale Ave,1484000.0,SingleFamily,1927.0,Central,Central Air,"Driveway, Garage",5,5.0,7.0,0.3,,,,,"Gas Oven, Gas Range",Inside,90031,Lincoln Heights
3573 Division St,1043000.0,SingleFamily,1960.0,Central,Central Air,Garage - Two Door,3,2.0,4.0,0.8,,,,,"Dishwasher, Washer, Dryer",,90065,Glassell Park
1400 N Hayworth Ave APT 11,602000.0,Condo,1954.0,Central,Central Air,Community Structure,1,1.0,7.0,0.7,3.0,1.7,7.0,0.9,"Dishwasher, Disposal, Refrigerator",Community,90046,Hollywood Hills
10953 Exposition Blvd,1460000.0,SingleFamily,1941.0,Central,Central Air,"Driveway, Garage",3,2.0,9.0,0.5,3.0,0.6,6.0,2.1,"6 Burner Stove, Tankless Water Heater, Dryer, Washer","Laundry Closet, Stackable",90064,Rancho Park
3914 Keeshen Dr,2150000.0,SingleFamily,2020.0,"Central, Fireplace(s)",,Driveway,4,3.0,6.0,0.2,2.0,1.1,6.0,1.1,"Dishwasher, Disposal, Microwave, Refrigerator",Inside,90066,Mar Vista
141 S Clark Dr APT 225,665000.0,Condo,1973.0,"Electric, Heat Pump",Central Air,"Controlled Entrance, Garage - Single Door, Private",1,1.0,4.0,0.8,7.0,3.1,7.0,1.7,"Dishwasher, Disposal, Microwave, Refrigerator, Vented Exhaust Fan, Washer, Dryer",Community,90048,Beverly Grove
5920 Towne Ave,590000.0,SingleFamily,1919.0,Natural Gas,,"Concrete, Private, RV Access/Parking, On Street",7,3.0,,,3.0,0.3,,,"Disposal, Gas Water Heater","Common Area, Electric Dryer Hookup, Gas & Electric Dryer Hookup",90003,South Los Angeles
6767 W 87th St,975000.0,SingleFamily,1948.0,Floor Furnace,,Garage - Two Door,3,1.0,6.0,0.3,,,,,Dishwasher,In Kitchen,90045,Westchester
11444 Waterford St,1785000.0,SingleFamily,1941.0,Floor Furnace,,Garage - Attached,2,2.0,,,7.0,2.3,6.0,1.0,"Dishwasher, Refrigerator, Washer, Dryer","Inside, Stackable",90049,Brentwood
12032 S Broadway,423500.0,Townhouse,2006.0,Central,Central Air,"Direct Access, Garage Faces Rear, Garage - Single Door, Garage Door Opener, Private",3,2.0,6.0,0.7,2.0,0.8,,,"Dishwasher, Disposal, Refrigerator, Water Heater","Gas Dryer Hookup, Inside, Upper Level, Washer Hookup",90061,South Los Angeles
3921 Franklin Ave,1370000.0,SingleFamily,1948.0,Central,Central Air,Garage - Two Door,2,2.0,8.0,0.5,6.0,0.6,8.0,0.2,"Dishwasher, Disposal, Refrigerator, Washer, Dryer",Laundry Closet,90027,Los Feliz
725 S Barrington Ave APT 210,840000.0,Condo,1972.0,Central,Central Air,"Community Structure, Garage Door Opener, Gated",2,2.0,,,7.0,1.8,6.0,0.7,"Dishwasher, Disposal",Community,90049,Brentwood
4249 Newdale Dr,1605000.0,MultiFamily,1928.0,Gas,Central,"Garage - Attached, Garage - Detached, Off-street, Covered",8,4.0,8.0,0.2,6.0,0.6,8.0,0.4,"Dishwasher, Dryer, Freezer, Garbage disposal, Microwave, Range / Oven, Refrigerator, Trash compactor, Washer",In Unit,90027,Los Feliz
312 W 5th St APT 1006,395000.0,Condo,1923.0,Central,Central Air,0 spaces,1,1.0,,,3.0,1.2,3.0,1.1,"Dishwasher, Disposal, Microwave, Refrigerator, Washer, Dryer","Inside, See Remarks",90013,Little Tokyo
1464 N Eastern Ave,619000.0,SingleFamily,1965.0,,Wall/Window Unit(s),Garage - Attached,3,2.0,6.0,0.1,5.0,1.4,4.0,1.1,,Common Area,90063,City Terrace
1426 S Hayworth Ave,1099000.0,MultiFamily,1939.0,"Other, Gas",Central,"Garage - Detached, Covered",3,3.0,4.0,0.5,3.0,4.4,6.0,1.7,Refrigerator,,90035,Beverlywood
436 S Virgil Ave #PH14),705000.0,Condo,2016.0,Central,Central Air,"Assigned, Community Structure, Controlled Entrance, Covered, Tandem",2,2.0,5.0,0.3,5.0,0.6,3.0,1.5,"Dishwasher, Disposal, Microwave, Refrigerator, Vented Exhaust Fan, Gas Cooktop, Gas Oven, Washer, Dryer",,90020,Wilshire Center
4108 Santa Rosalia Dr APT C,339000.0,Condo,1948.0,,,Garage,1,1.0,3.0,0.3,2.0,1.0,2.0,0.7,,Inside,90008,Baldwin Hills
8800 Cattaraugus Ave,735000.0,SingleFamily,1941.0,,,Garage - Single Door,2,1.0,4.0,0.3,7.0,2.1,6.0,0.3,Refrigerator,,90034,Palms
1447 W 67th St,425000.0,SingleFamily,1923.0,Wall Furnace,Wall/Window Unit(s),"Driveway, Garage, Garage - Single Door",2,1.0,3.0,0.5,2.0,0.8,2.0,1.0,"6 Burner Stove, Dishwasher, Gas Oven, Refrigerator, Water Heater","Gas & Electric Dryer Hookup, In Kitchen, Inside",90047,South Los Angeles
1857 Brockton Ave,1565000.0,SingleFamily,1944.0,"Central, Forced Air",Central Air,"Detached Carport, Garage Door Opener, Driveway, Concrete, Garage - Two Door, Guest, Side By Side",3,2.0,5.0,0.6,,,6.0,0.7,"Dishwasher, Disposal, Refrigerator, Vented Exhaust Fan, Gas Cooktop, Gas Oven, Range Hood",In Kitchen,90025,West Los Angeles
3020 Kelton Ave,1173000.0,SingleFamily,1941.0,Central,Central Air,"Detached Carport, Garage Door Opener, Private",2,1.0,8.0,0.2,7.0,0.5,6.0,2.4,"Dishwasher, Disposal, Refrigerator, Washer",Laundry Room,90034,Palms
4018 Shelburn Ct,710000.0,SingleFamily,1931.0,Wall Furnace,,0 spaces,3,1.0,4.0,0.5,5.0,0.7,,,"Dishwasher, Refrigerator, Oven, Washer, Dryer",Inside,90065,Glassell Park
6336 W 81st St,2075000.0,SingleFamily,1944.0,"Central, Fireplace(s)",Central Air,Garage,5,4.0,6.0,0.5,,,,,"6 Burner Stove, Barbecue, Dishwasher, Disposal",Inside,90045,Westchester
2007 S Beverly Glen Blvd APT 102,918000.0,Condo,1993.0,Central,Central Air,Garage - Two Door,2,3.0,9.0,0.6,,,6.0,2.4,"Microwave, Convection Oven, Gas Range",,90025,West Los Angeles
1426 S Hayworth Ave #101,1099000.0,Condo,2020.0,Central,Central Air,"Assigned, Community Structure, Controlled Entrance, Garage Door Opener, Gated, Guest",3,2.0,4.0,0.5,3.0,4.4,6.0,1.7,"Dishwasher, Disposal, Refrigerator",,90035,Beverlywood
2935 S Beverly Dr,1845000.0,SingleFamily,1933.0,Central,,"Driveway, Concrete, Garage - Single Door, On Street, Private",4,3.0,7.0,0.1,7.0,1.5,6.0,0.5,"Dishwasher, Disposal, Refrigerator, Vented Exhaust Fan, Washer, Dryer",Inside,90034,Palms
603 Museum Dr,1055000.0,SingleFamily,1966.0,Central,Central Air,Garage - Two Door,3,2.0,7.0,0.4,,,7.0,1.0,,,90065,Glassell Park
8373 Kenyon Ave,2170000.0,SingleFamily,1946.0,Central,Dual,Garage - Two Door,5,4.0,6.0,0.2,,,,,"Barbecue, Dishwasher, Disposal, Microwave, Refrigerator, Gas Cooktop, Washer, Dryer",Inside,90045,Westchester
2393 Silver Lake Blvd APT 3,820000.0,Townhouse,2005.0,Central,Central Air,"Direct Access, Garage Door Opener, Garage - Two Door, Guest, Side By Side",2,2.0,9.0,0.7,6.0,1.4,8.0,1.2,"Dishwasher, Disposal, Microwave, Refrigerator, Built-In, Gas Cooktop, Oven",In Garage,90039,Atwater Village
4716 Vincent Ave,1410000.0,SingleFamily,1924.0,Forced Air,Central Air,Garage,3,2.0,6.0,0.5,,,7.0,0.2,"Dishwasher, Refrigerator, Dryer, Washer",Laundry Room,90041,Eagle Rock
2635 Scott Ave,1260000.0,SingleFamily,1922.0,Floor Furnace,,Garage - Single Door,2,1.0,2.0,0.2,6.0,1.1,8.0,1.6,"Dishwasher, Washer, Dryer",In Kitchen,90026,Echo Park
1217 N Normandie Ave,610000.0,SingleFamily,1907.0,Wall Furnace,,Driveway,3,1.0,3.0,0.1,3.0,1.1,4.0,0.8,,,90029,East Hollywood
11987 Foxboro Dr,3900000.0,SingleFamily,1948.0,"Natural Gas, Central",,"Garage - Two Door, Garage Door Opener",3,3.0,9.0,1.1,7.0,1.4,6.0,1.2,"Refrigerator, Dishwasher","Gas Dryer Hookup, Common Area",90049,Brentwood
5472 Maemurray Dr,1115000.0,SingleFamily,1998.0,Central,Central Air,Garage - Two Door,3,2.0,6.0,0.5,,,7.0,1.0,"Dishwasher, Disposal, Refrigerator, Gas Cooktop, Gas Oven, Washer, Dryer",In Garage,90041,Eagle Rock
1551 Hi Point St,1800000.0,SingleFamily,1937.0,Central,Central Air,"Driveway, Garage - Two Door",3,2.0,4.0,0.3,3.0,4.2,6.0,1.5,"Dishwasher, Range, Range Hood",,90035,Beverlywood
1118 N Avenue 56 #17,889702.0,SingleFamily,2020.0,Zoned,Multi/Zone,Covered,3,4.0,5.0,0.1,,,7.0,0.3,"Dishwasher, Garbage disposal, Microwave",Inside,90042,Highland Park
9111 Dalton Ave,700000.0,SingleFamily,1925.0,Wall,,"Garage, Garage - Detached, Covered",2,1.0,3.0,0.3,4.0,2.1,2.0,1.0,,Laundry Area,90047,South Los Angeles
524 Norwich Dr,3149999.0,SingleFamily,2020.0,Central,Central Air,"Driveway, Garage, Carport",3,4.0,4.0,0.4,7.0,2.9,7.0,1.3,"Barbecue, Dishwasher, Disposal, Microwave, Refrigerator","Laundry Closet, Stackable",90048,Beverly Grove
3821 Welland Ave,500000.0,SingleFamily,1940.0,Wall,,"Garage, Covered",2,0.0,,,2.0,0.5,2.0,1.3,,,90008,Baldwin Hills
2525 W Avenue 31,790000.0,SingleFamily,1922.0,Wall Furnace,,Garage - Single Door,2,1.0,4.0,0.3,,,,,"Dishwasher, Gas & Electric Range",Common Area,90065,Glassell Park
124 E 111th Pl,335000.0,SingleFamily,1926.0,,,,2,1.0,4.0,0.4,2.0,0.2,,,,Inside,90061,South Los Angeles
4035 La Salle Ave,645000.0,SingleFamily,1919.0,"Wall Furnace, Natural Gas, Fireplace(s)",,"Driveway, Concrete, Garage, Garage Faces Front, Garage - Single Door, Garage Door Opener",3,2.0,2.0,0.2,,,3.0,0.8,"Disposal, Gas Oven, Gas Range, Gas Cooktop, Gas Water Heater, Microwave, Recirculated Exhaust Fan, Refrigerator, Vented Exhaust Fan","Electric Dryer Hookup, Laundry Room, Inside, Washer Hookup",90062,South Los Angeles
7472 Denrock Ave,2100000.0,SingleFamily,2002.0,Central,Central Air,"Direct Access, Garage - Two Door",5,5.0,9.0,0.2,,,,,"Dishwasher, Gas Oven, Gas Cooktop, Microwave, Refrigerator, Water Heater",Laundry Room,90045,Westchester
711 W 123rd St,651000.0,SingleFamily,1915.0,Forced Air,,"Garage Faces Front, Garage - Single Door",3,2.0,3.0,0.5,4.0,1.3,2.0,1.4,"Gas Oven, Gas Range, Refrigerator, Water Heater, Dryer, Washer",Inside,90044,South Los Angeles
10608 Bradbury Rd,2710000.0,SingleFamily,1931.0,Central,"Central, Electric, Gas","Garage, Garage - Detached, Off-street, Covered",4,5.0,9.0,0.2,7.0,0.9,6.0,1.7,"Dishwasher, Garbage disposal, Microwave, Refrigerator",On Upper Level,90064,Rancho Park
220 N Hoover St,825000.0,SingleFamily,1914.0,Wall,,0 spaces,8,6.0,5.0,0.3,5.0,0.5,3.0,1.5,,,90004,Hancock Park
6200 S Verdun Ave,812500.0,SingleFamily,1941.0,Central,Central Air,"Concrete, Garage - Single Door",3,2.0,2.0,0.6,2.0,1.9,,,"Dishwasher, Disposal, Microwave, Gas Oven, Range Hood",In Kitchen,90043,View Park-Windsor Hills
1234 S Normandie Ave,3470000.0,SingleFamily,1895.0,Gravity,,"Garage, Covered",3,1.0,3.0,0.4,3.0,0.4,4.0,0.8,,,90006,Pico-Union
4757 Don Porfirio Pl,1300000.0,SingleFamily,1956.0,Central,,Concrete,3,3.0,3.0,0.9,2.0,1.8,2.0,1.4,"Dishwasher, Disposal, Refrigerator, Range, Gas Oven, Range Hood",Inside,90008,Baldwin Hills
11831 Menlo Ave,515000.0,SingleFamily,1946.0,"Floor Furnace, Fireplace(s)",,Covered,3,1.0,3.0,0.3,4.0,1.3,2.0,1.2,,"Gas Dryer Hookup, Washer Hookup",90044,South Los Angeles
4336 Beagle St,580000.0,SingleFamily,1908.0,,Central Air,Garage,3,1.0,4.0,0.2,5.0,0.8,4.0,0.7,,Outside,90032,El Sereno
905 N Beverly Glen Blvd,750000.0,SingleFamily,1948.0,,,"Garage, On Street",2,2.0,9.0,1.5,,,6.0,3.2,Refrigerator,See Remarks,90077,Bel-Air
3026 Paulcrest Dr,2575000.0,SingleFamily,1959.0,Central,Central Air,"Driveway, Garage - Two Door",4,5.0,,,6.0,1.9,8.0,2.7,"Refrigerator, Oven, Range",Inside,90046,Hollywood Hills
7398 Pyramid Pl,3600000.0,SingleFamily,1995.0,Central,Central Air,"Garage, Garage - Two Door, On Street",5,5.0,8.0,0.7,3.0,2.4,6.0,1.7,"Dishwasher, Refrigerator, Washer, Dryer",Laundry Room,90046,Hollywood Hills
880 W 1st St APT 314,715000.0,Condo,1982.0,Central,Central Air,Assigned,2,3.0,6.0,0.9,3.0,0.8,3.0,0.7,"Dishwasher, Disposal, Microwave",Community,90012,Downtown LA
4626 Franklin Ave,620000.0,Condo,1922.0,,,"Assigned, Garage, Open",1,1.0,,,6.0,0.8,8.0,0.9,"Refrigerator, Gas Oven, Range, Washer, Dryer","Laundry Closet, Laundry Room",90027,Los Feliz
3947 S Cloverdale Ave,1082000.0,SingleFamily,1959.0,Central,"Central Air, Dual, Evaporative Cooling, Gas","Direct Access, Driveway, Concrete, Driveway Level, Garage Faces Front, Garage - Single Door, Private",3,3.0,6.0,0.5,2.0,2.1,2.0,1.2,"Built-In Range, Self Cleaning Oven, Dishwasher, Disposal, Gas Range, Gas Cooktop, Gas Water Heater",Laundry Room,90008,Baldwin Hills
1723 S Shenandoah St,2850000.0,SingleFamily,1929.0,Central,Central,"Garage, Carport, Covered",4,2.0,7.0,0.5,,,6.0,1.0,Refrigerator,Inside,90035,Beverlywood
10555 Ashton Ave APT 201,1525000.0,Condo,1990.0,Central,Central Air,"Assigned, Community Structure, Converted Garage, Garage Door Opener, Garage - Three Door, Gated, Guest",3,3.0,9.0,0.2,,,6.0,2.1,"Dishwasher, Disposal, Refrigerator, Washer, Dryer",Laundry Closet,90024,Westwood
3140 Grand View Blvd,3684000.0,SingleFamily,2020.0,Central,Central Air,Garage - Two Door,4,5.0,8.0,0.5,3.0,0.9,6.0,1.2,"Dishwasher, Refrigerator, Washer, Dryer",Upper Level,90066,Mar Vista
610 S Wilton Pl APT 401,795000.0,Condo,2003.0,Central,Central Air,Assigned,3,3.0,6.0,0.2,7.0,1.5,4.0,1.3,,Laundry Room,90005,Koreatown
3779 Colonial Ave,1565000.0,SingleFamily,1941.0,"Central, Forced Air",,"Detached Carport, Concrete, Garage - Two Door",3,2.0,7.0,0.5,4.0,0.8,6.0,0.7,"Dishwasher, Disposal, Refrigerator, Gas Cooktop, Gas Oven, Range Hood, Washer, Dryer",In Garage,90066,Mar Vista
11967 Nebraska Ave APT 2,1000000.0,Condo,1990.0,Natural Gas,,"Tandem, Converted Garage",3,3.0,5.0,0.5,,,6.0,0.6,"Disposal, Refrigerator, Gas Range, Oven, Microwave",,90025,West Los Angeles
12727 Highwood St,13503750.0,SingleFamily,2009.0,Central,Central Air,"Circular Driveway, Garage - Three Door",8,12.0,9.0,0.7,7.0,0.6,8.0,2.9,"Barbecue, Dishwasher, Refrigerator",Laundry Room,90049,Brentwood
2345 S Bentley Ave APT 301,941000.0,Condo,1990.0,"Central, Zoned",Central Air,"Assigned, Community Structure, Controlled Entrance",2,2.0,9.0,0.7,,,6.0,1.7,"Dishwasher, Disposal, Refrigerator, Washer, Dryer",,90064,Rancho Park
1031 W 84th St,380000.0,SingleFamily,1923.0,,,"Driveway, Driveway - Brick",2,1.0,,,2.0,1.4,2.0,1.7,,,90044,South Los Angeles
4512 5th Ave,859000.0,SingleFamily,1924.0,Forced Air,Wall/Window Unit(s),Carport,4,3.0,2.0,0.3,2.0,0.6,,,"Dishwasher, Gas Range, Range Hood",In Kitchen,90043,View Park-Windsor Hills
1414 N Harper Ave APT 1,1260000.0,Condo,2000.0,Central,,"Controlled Entrance, Covered, Garage Door Opener",3,3.0,3.0,0.6,,,7.0,1.0,"Dishwasher, Microwave, Refrigerator, Washer, Dryer",,90046,Hollywood Hills
4040 Via Marisol APT 223,383000.0,Condo,1981.0,Central,Central Air,Garage,1,1.0,1.0,0.7,6.0,1.7,4.0,1.5,,Inside,90042,Highland Park
