Address,Sold Price,Type,Year built,Heating,Cooling,Parking,Bedrooms,Bathrooms,Elementary School,Elementary School Score,Elementary School Distance,Middle School,Middle School Score,Middle School Distance,High School,High School Score,High School Distance,Appliances included,Laundry features,Tax assessed value,Annual tax amount,City
2901 S Redondo Blvd,925000.0,SingleFamily,1927.0,Zoned,,"Driveway, Gated",2,2.0,Cienega Elementary School,5.0,0.4,Audubon Middle School,2.0,2.2,Susan Miller Dorsey Senior High School,2.0,0.8,"Dishwasher, Disposal, Microwave, Refrigerator",Inside,748000.0,9140.0,Los Angeles
850 Masselin Ave,2555000.0,SingleFamily,1928.0,Central,Dual,Driveway,4,4.0,Wilshire Crest Elementary School,2.0,0.6,John Burroughs Middle School,7.0,1.1,Fairfax Senior High School,7.0,1.5,"Dishwasher, Refrigerator, Gas Range, Microwave, Oven, Dryer",Inside,2200752.0,26826.0,Los Angeles
2581 Lancaster Ave,2500000.0,SingleFamily,1977.0,"Other, Electric","Central, Other","Garage, Garage - Attached, Covered",3,5.0,Murchison Street Elementary School,2.0,0.2,El Sereno Middle School,5.0,1.8,Woodrow Wilson Senior High School,4.0,1.0,"Dishwasher, Dryer, Garbage disposal, Microwave, Range / Oven, Refrigerator, Washer",,2539154.0,30761.0,Los Angeles
7242 W 88th Pl,1300000.0,SingleFamily,1953.0,Central,,"Carport, Covered, Driveway, Garage - Two Door",4,2.0,Loyola Village Elementary School,4.0,0.1,,,,,,,"Dishwasher, Disposal, Microwave, Refrigerator, Gas Range, Washer, Dryer",In Kitchen,958359.0,11840.0,Los Angeles
10740 Lawler St APT 7,794000.0,Condo,1986.0,Central,Central Air,Garage - Two Door,2,2.0,Charnock Road Elementary School,4.0,0.6,Palms Middle School,7.0,0.3,Venice Senior High School,6.0,2.6,"Dishwasher, Microwave, Refrigerator, Vented Exhaust Fan, Washer, Dryer",,627703.0,7657.0,Los Angeles
1342 N Sierra Bonita Ave APT 103,755000.0,Condo,1991.0,Central,Central Air,"Covered, Gated, Garage, Side By Side, Community Structure",2,3.0,Gardner Street Elementary School,7.0,0.3,Hubert Howe Bancroft Middle School,3.0,1.1,Fairfax Senior High School,7.0,0.9,"Dishwasher, Disposal, Microwave, Refrigerator, Vented Exhaust Fan, Washer, Dryer",,588464.0,7199.0,Los Angeles
953 N Crescent Heights Blvd,1537000.0,SingleFamily,1925.0,Central,Central Air,Garage,3,2.0,Laurel Elementary School,3.0,0.2,,,,Fairfax Senior High School,7.0,0.5,"Dishwasher, Washer, Dryer",,1237307.0,15177.0,Los Angeles
100 N Irving Blvd,6700000.0,SingleFamily,1923.0,Central,Central Air,Garage - Two Door,5,7.0,Van Ness Avenue Elementary School,6.0,0.5,John Burroughs Middle School,7.0,1.3,Fairfax Senior High School,7.0,2.7,"Dishwasher, Refrigerator, Washer, Dryer",Laundry Room,129233.0,,Los Angeles
5158 1/2 Village Grn,600000.0,Condo,1942.0,Wall,Wall,0 spaces,1,1.0,Baldwin Hills Elementary School,6.0,0.5,Audubon Middle School,2.0,1.9,Susan Miller Dorsey Senior High School,2.0,0.8,,Community,176000.0,2316.0,Los Angeles
1142 S La Jolla Ave,2100000.0,SingleFamily,1934.0,Central,Central Air,"Driveway, Garage - Two Door",3,4.0,Carthay Center Elementary,5.0,0.3,,,,Fairfax Senior High School,7.0,1.9,"Dishwasher, Disposal, Refrigerator","In Garage, In Kitchen, Inside, Stackable, Outside, Laundry Room",508000.0,6437.0,Los Angeles
7664 Boeing Ave,2785000.0,SingleFamily,,"Central, Zoned",Central Air,"Garage, Driveway",4,5.0,Westport Heights Elementary School,5.0,0.3,,,,,,,"Dishwasher, Disposal, Refrigerator",Inside,,,Los Angeles
2702 S Hobart Blvd,1185000.0,SingleFamily,1909.0,Central,Central Air,Garage - Two Door,3,3.0,Twenty-Fourth Street Elementary School,2.0,0.3,"Johnnie Cochran, Jr., Middle School",3.0,1.4,West Adams Preparatory High School,4.0,1.2,"Dishwasher, Disposal, Refrigerator",Stackable,610000.0,7687.0,Los Angeles
1648 W 35th St,825000.0,SingleFamily,1905.0,,,"Driveway Level, RV Access/Parking, Tandem Uncovered",4,2.0,,,,,,,,,,Washer,Washer Hookup,309991.0,4079.0,Los Angeles
2127 Portland St,760000.0,SingleFamily,1905.0,,Central Air,"Private, Pull-through, RV Access/Parking",4,1.0,Norwood Street Elementary School,4.0,0.2,John Adams Middle School,4.0,0.9,West Adams Preparatory High School,4.0,0.7,,Laundry Closet,340871.0,4368.0,Los Angeles
2221 N Catalina St,3855000.0,SingleFamily,1930.0,Central,Central Air,"Garage - Three Door, Concrete, Porte-Cochere",6,7.0,,,,Thomas Starr King Middle School,6.0,1.3,John Marshall Senior High School,8.0,1.2,"Dishwasher, Disposal, Refrigerator, Range, Range Hood, Washer, Dryer","Laundry Room, Inside, Upper Level, See Remarks",2949547.0,36071.0,Los Angeles
6023 Comey Ave,956000.0,SingleFamily,1939.0,Central,Central Air,"Detached Carport, Garage - Single Door",2,2.0,Shenandoah Street Elementary School,4.0,0.7,Mark Twain Middle School and World Languages Magnet,4.0,5.0,Alexander Hamilton Senior High School,6.0,0.9,"Dishwasher, Refrigerator, Washer, Dryer",Inside,666927.0,8166.0,Los Angeles
12724 Caswell Ave APT 8,745000.0,Condo,1971.0,,,Garage,2,2.0,Grand View Boulevard Elementary School,6.0,0.5,Mark Twain Middle School and World Languages Magnet,4.0,0.7,Venice Senior High School,6.0,0.5,,Inside,744600.0,8970.0,Los Angeles
8001 Highland Trl,1308000.0,SingleFamily,1925.0,"Central, Forced Air",Central Air,Garage - Single Door,2,2.0,Gardner Street Elementary School,7.0,0.8,Hubert Howe Bancroft Middle School,3.0,2.0,Fairfax Senior High School,7.0,1.4,,Stackable,1186850.0,14404.0,Los Angeles
5991 Pickford St,1250000.0,SingleFamily,1930.0,Central,Central Air,Garage - Single Door,2,1.0,Crescent Heights Boulevard Elementary School,4.0,0.2,Daniel Webster Middle School,3.0,4.1,Alexander Hamilton Senior High School,6.0,1.5,"Barbecue, Dishwasher, Disposal, Microwave, Refrigerator, Vented Exhaust Fan, Gas Oven, Range Hood, Self Cleaning Oven, Washer, Dryer",,984270.0,11940.0,Los Angeles
141 S Clark Dr APT 530,660200.0,Condo,1973.0,Central,Central Air,"Community Structure, Gated, Underground, Tandem",1,1.0,"Rosewood Avenue Elementary School, School for Advanced Studies",4.0,0.8,John Burroughs Middle School,7.0,3.1,Fairfax Senior High School,7.0,1.7,"Dishwasher, Microwave, Refrigerator, Washer",Inside,686663.0,8330.0,Los Angeles
2727 Dicturn St,1325000.0,SingleFamily,1963.0,Central,Central Air,Garage - Two Door,4,2.0,Delevan Drive Elementary School,9.0,0.1,,,,Eagle Rock High School,7.0,1.4,"Dishwasher, Microwave, Refrigerator, Washer, Dryer",See Remarks,545841.0,6694.0,Los Angeles
1707 Micheltorena St APT 208,670000.0,Condo,1974.0,Central,Central Air,"Assigned, Covered, Gated",1,1.0,Micheltorena Street Elementary School,5.0,0.2,Thomas Starr King Middle School,6.0,0.6,John Marshall Senior High School,8.0,1.0,"Disposal, Refrigerator, Vented Exhaust Fan, Range Hood, Range",Community,510000.0,6139.0,Los Angeles
1819 W 65th Pl,197000.0,SingleFamily,1926.0,"Wall, Electric, Gas",Other,"Garage, Garage - Detached, On-street, Covered",2,1.0,Fifty-Ninth Street Elementary School,2.0,0.8,John Muir Middle School,2.0,1.2,,,,"Dishwasher, Dryer, Freezer, Garbage disposal, Range / Oven, Refrigerator, Washer",,378848.0,4800.0,Los Angeles
12836 Bonaparte Ave,1250000.0,SingleFamily,1947.0,Central,Central Air,"Garage, RV Access/Parking",3,2.0,Short Avenue Elementary School,6.0,0.3,Marina Del Rey Middle School,2.0,0.4,Venice Senior High School,6.0,1.2,"Double Oven, Gas Cooktop",In Garage,82662.0,1146.0,Los Angeles
10772 Massachusetts Ave APT 200,1245000.0,Condo,1997.0,Combination,Central Air,Covered,3,4.0,Fairburn Avenue Elementary School,9.0,0.5,,,,University Senior High School Charter,6.0,1.6,"Dishwasher, Disposal, Microwave, Built-In, Dryer",Laundry Closet,933434.0,11400.0,Los Angeles
7599 Coastal View Dr,3825000.0,SingleFamily,2007.0,Central,Central Air,Garage - Two Door,5,6.0,Playa Vista Elementary,6.0,0.4,,,,Venice Senior High School,6.0,2.1,"Barbecue, Dishwasher, Disposal",Laundry Room,2937000.0,35699.0,Los Angeles
4675 San Andreas Ave,1223000.0,SingleFamily,2004.0,Combination,,"Garage Door Opener, Garage - Two Door",4,3.0,Mt. Washington Elementary School,7.0,0.3,,,,Benjamin Franklin Senior High School,7.0,1.1,"Dishwasher, Disposal",Inside,1068896.0,13087.0,Los Angeles
1623 W 60th Pl,405000.0,SingleFamily,1928.0,,,Garage,2,1.0,Budlong Avenue Elementary School,3.0,0.6,John Muir Middle School,2.0,0.8,Augustus F. Hawkins High A Critical Design And Gaming,2.0,1.1,,Inside,294418.0,3621.0,Los Angeles
111 N Beachwood Dr,2080000.0,SingleFamily,1921.0,Central,Central Air,"Controlled Entrance, Covered, Driveway, Paved, Driveway Up Slope From Street, Garage, Garage Faces Front, Garage - Single Door, Private",5,5.0,Van Ness Avenue Elementary School,6.0,0.5,John Burroughs Middle School,7.0,1.1,Fairfax Senior High School,7.0,2.4,"Built-In Range, Dishwasher, Electric Cooktop, Disposal, Microwave, Range Hood, Refrigerator, Tankless Water Heater, Vented Exhaust Fan, Water Softener, Dryer, Washer",Laundry Room,416096.0,5361.0,Los Angeles
1510 S Barrington Ave APT 203,680000.0,Condo,1985.0,Central,Central Air,"Gated, Covered",2,2.0,Brockton Avenue Elementary School,5.0,0.4,,,,University Senior High School Charter,6.0,0.3,"Dishwasher, Microwave, Refrigerator, Oven",Community,574542.0,6915.0,Los Angeles
1234 Wilshire Blvd APT 308,494888.0,Condo,2006.0,Central,Central Air,"Assigned, Controlled Entrance",1,1.0,Esperanza Elementary School,2.0,0.4,John H. Liechty Middle School,3.0,0.3,Belmont Senior High School,3.0,0.6,"Dishwasher, Microwave, Refrigerator, Water Purifier, Washer, Dryer",Stackable,422641.0,5153.0,Los Angeles
1845 Federal Ave APT 103,925000.0,Condo,2008.0,Central,Central Air,"Assigned, Built-In Storage",3,3.0,Nora Sterry Elementary School,7.0,0.3,Daniel Webster Middle School,3.0,1.1,University Senior High School Charter,6.0,0.8,"Dishwasher, Disposal, Microwave, Refrigerator, Vented Exhaust Fan, Range, Washer, Dryer",Stackable,796949.0,9646.0,Los Angeles
2933 Exposition Pl #2,799742.0,Townhouse,2020.0,,Central Air,"Garage - Attached, Covered",2,3.0,,,,Audubon Middle School,2.0,0.7,Susan Miller Dorsey Senior High School,2.0,1.2,,"Inside, Upper Level",,,Los Angeles
101 N Hudson Ave,11500000.0,SingleFamily,1929.0,Gravity,,"Driveway, Garage - Three Door",9,11.0,Third Street Elementary School,8.0,0.3,John Burroughs Middle School,7.0,0.7,Fairfax Senior High School,7.0,1.8,"Dishwasher, Disposal, Microwave, Refrigerator, Washer, Dryer",Inside,879131.0,12514.0,Los Angeles
2912 Idell St,805000.0,SingleFamily,1914.0,Forced Air,,,2,1.0,Loreto Street Elementary School,4.0,0.4,Florence Nightingale Middle School,5.0,0.1,,,,"Dishwasher, Microwave, Refrigerator, Washer, Dryer",,532981.0,6573.0,Los Angeles
2235 Sunset Crest Dr,1500000.0,SingleFamily,1958.0,Central,Central Air,Garage - Two Door,2,2.0,Wonderland Avenue Elementary School,9.0,0.5,Hubert Howe Bancroft Middle School,3.0,3.5,Fairfax Senior High School,7.0,2.6,Dishwasher,In Garage,427582.0,5337.0,Los Angeles
1915 Alta St,720000.0,SingleFamily,1912.0,,,"Garage - Single Door, On Street",2,2.0,Gates Street Elementary School,4.0,0.3,Florence Nightingale Middle School,5.0,1.6,Woodrow Wilson Senior High School,4.0,1.1,,"Laundry Closet, Inside, Stackable",28181.0,512.0,Los Angeles
3740 Santa Rosalia Dr APT 314,420000.0,Condo,2007.0,"See Remarks, Forced Air",Central Air,"Assigned, Gated, Community Structure, Garage, Garage Faces Side, Garage Door Opener",1,1.0,Hillcrest Drive Elementary School,3.0,0.7,Audubon Middle School,2.0,0.7,Susan Miller Dorsey Senior High School,2.0,1.0,"Microwave, Refrigerator, Electric Oven, Electric Range, Electric Cooktop, Electric Cooking","See Remarks, Community",395351.0,4837.0,Los Angeles
5122 Reynier Ave,1500000.0,SingleFamily,1958.0,Central,,Garage - Attached,4,4.0,,,,,,,Inglewood High School,2.0,2.5,,Inside,179073.0,2889.0,Los Angeles
1403 N Orange Grove Ave,2325000.0,SingleFamily,1919.0,Central,Central Air,Driveway,3,3.0,Gardner Street Elementary School,7.0,0.6,Hubert Howe Bancroft Middle School,3.0,1.6,Fairfax Senior High School,7.0,0.9,"Dishwasher, Disposal, Refrigerator, Vented Exhaust Fan, Washer, Dryer",Laundry Closet,1713848.0,20897.0,Los Angeles
1233 W 118th St,600000.0,SingleFamily,1949.0,Central,Central Air,Garage - Attached,4,2.0,West Athens Elementary School,3.0,0.2,Animo Charter Middle No. 3,4.0,0.8,George Washington Preparatory High School,2.0,0.8,"Dishwasher, Gas Oven, Gas Range, Microwave","Gas Dryer Hookup, Inside, Washer Hookup",357151.0,4933.0,Los Angeles
642 S Sycamore Ave,2925000.0,SingleFamily,2015.0,Central,Central Air,"Driveway, Garage - Two Door",5,6.0,Third Street Elementary School,8.0,0.6,John Burroughs Middle School,7.0,0.4,Fairfax Senior High School,7.0,1.6,,"In Kitchen, Upper Level",2759139.0,33576.0,Los Angeles
10580 Wilshire Blvd APT 25S,3900000.0,Condo,1991.0,Central,Central Air,Valet,3,4.0,Fairburn Avenue Elementary School,9.0,0.2,,,,University Senior High School Charter,6.0,2.0,"Dishwasher, Disposal, Microwave, Refrigerator, Washer, Dryer",Laundry Room,,,Los Angeles
2794 Moraga Dr,3825000.0,SingleFamily,1955.0,Central,Central Air,"Direct Access, Garage Door Opener, Driveway, Garage, Garage - Two Door, Private, Side By Side",6,5.0,Roscomare Road Elementary School,9.0,0.4,,,,University Senior High School Charter,6.0,5.0,"Barbecue, Dishwasher, Disposal, Microwave, Refrigerator, Washer, Dryer","Inside, Laundry Room",1529518.0,18958.0,Los Angeles
3415 Kelton Ave,2595000.0,SingleFamily,2020.0,Central,Central Air,"Detached Carport, Garage Door Opener",4,5.0,Charnock Road Elementary School,4.0,0.4,Palms Middle School,7.0,0.1,Venice Senior High School,6.0,2.3,"Dishwasher, Disposal, Microwave, Refrigerator, Vented Exhaust Fan, Gas Cooktop, Double Oven, Washer, Dryer","Inside, Laundry Room, Upper Level",1160000.0,14179.0,Los Angeles
6151 Barrows Dr,1692000.0,SingleFamily,1925.0,Central,Central Air,"Driveway, Garage - Three Door, On Street",3,3.0,Carthay Center Elementary,5.0,0.3,,,,Fairfax Senior High School,7.0,1.4,"Dishwasher, Disposal, Refrigerator, Vented Exhaust Fan, Washer, Dryer",Laundry Room,300000.0,3872.0,Los Angeles
2940 N Beachwood Dr,1995000.0,SingleFamily,1950.0,Central,Central Air,"Gated, Driveway, Direct Access",4,3.0,Cheremoya Avenue Elementary School,6.0,1.1,Joseph Le Conte Middle School,3.0,1.8,Hollywood Senior High School,6.0,2.0,"Dishwasher, Disposal, Refrigerator, Water Purifier, Washer, Dryer",Stackable,1755918.0,21500.0,Los Angeles
1732 W 84th St,630000.0,SingleFamily,1929.0,Wall,Central Air,"Garage, Garage - Detached, Covered",4,3.0,La Salle Avenue Elementary School,3.0,0.3,Animo Charter Middle No. 3,4.0,2.6,George Washington Preparatory High School,2.0,1.6,Dishwasher,"Gas Dryer Hookup, Washer Hookup",504409.0,6428.0,Los Angeles
2937 Dalton Ave,715000.0,SingleFamily,1906.0,Central,,Garage,2,1.0,,,,,,,,,,,Inside,209282.0,2849.0,Los Angeles
3961 Via Marisol APT 225,428000.0,Condo,1982.0,Central,Central Air,"Assigned, Underground",1,1.0,Bushnell Way Elementary School,1.0,0.6,Luther Burbank Middle School,6.0,1.7,Woodrow Wilson Senior High School,4.0,1.5,,Inside,416159.0,5164.0,Los Angeles
6361 W June Pl,1649000.0,SingleFamily,2016.0,Central,Central Air,"Auto Driveway Gate, Controlled Entrance, Covered, Direct Access, Garage - Two Door, Private, Side By Side",3,3.0,Vine Street Elementary School,2.0,0.4,Hubert Howe Bancroft Middle School,3.0,0.2,Fairfax Senior High School,7.0,1.7,"Dishwasher, Disposal, Microwave, Refrigerator, Oven, Gas Range, Built-In","Inside, Upper Level, Laundry Room",1597117.0,19305.0,Los Angeles
525 S Ardmore Ave APT 255,289000.0,Condo,1973.0,Wall Furnace,,"Assigned, Covered, Underground",0,1.0,,,,,,,,,,Electric Cooktop,Community,290000.0,3545.0,Los Angeles
7125 S La Cienega Blvd,2620000.0,Apartment,2019.0,Forced air,Other,"Garage, Garage - Detached, Covered",3,2.0,Westport Heights Elementary School,5.0,1.2,,,,,,,"Dryer, Washer",In Unit,1608859.0,19819.0,Los Angeles
120 E 29th St,680000.0,MultiFamily,1902.0,,Central Air,,4,4.0,Dolores Huerta Elementary School,5.0,0.2,John Adams Middle School,4.0,0.2,,,,,Gas & Electric Dryer Hookup,340638.0,4374.0,Los Angeles
1076 S Orange Grove Ave APT 4,558000.0,Condo,1991.0,Central,Central Air,"Underground, Tandem Covered",1,1.0,Carthay Center Elementary,5.0,0.4,,,,Fairfax Senior High School,7.0,1.7,"Dishwasher, Disposal, Gas Range, Microwave","Laundry Closet, See Remarks, Stackable",500953.0,6113.0,Los Angeles
3740 Santa Rosalia Dr #314,420000.0,Condo,2007.0,"Forced air, Gas",Central Forced Air,"Garage - Attached, Covered",1,1.0,Hillcrest Drive Elementary School,3.0,0.7,Audubon Middle School,2.0,0.7,Susan Miller Dorsey Senior High School,2.0,1.0,"Dishwasher, Microwave, Range / Oven, Refrigerator",,,,Los Angeles
10345 Almayo Ave APT 101,945000.0,Condo,1974.0,Central,Central Air,"Side By Side, Community Structure",2,2.0,Westwood Charter Elementary School,9.0,0.9,,,,University Senior High School Charter,6.0,2.8,"Dishwasher, Disposal, Microwave, Refrigerator, Washer, Dryer",Inside,753456.0,9107.0,Los Angeles
837 W 58th St,634000.0,MultiFamily,1964.0,,,Covered,6,6.0,Fifty-Second Street Elementary School,3.0,0.4,John Muir Middle School,2.0,0.3,Augustus F. Hawkins High A Critical Design And Gaming,2.0,0.3,,Common Area,364172.0,4748.0,Los Angeles
2109 Toberman St,830000.0,SingleFamily,1903.0,"Floor Furnace, Gravity",Central Air,,5,3.0,Norwood Street Elementary School,4.0,0.2,John Adams Middle School,4.0,1.0,West Adams Preparatory High School,4.0,0.6,,"Inside, Washer Hookup",777184.0,9648.0,Los Angeles
349 S Bundy Dr,2472100.0,SingleFamily,1925.0,Central,Central Air,"Converted Garage, Driveway, Open, Gated",4,4.0,Kenter Canyon Elementary School,9.0,1.2,Paul Revere Middle School,7.0,1.2,Palisades Charter High School,8.0,3.5,"Dishwasher, Disposal, Refrigerator, Gas Range, Gas Cooktop, Built-In",Inside,1202206.0,14735.0,Los Angeles
5337 Raber St,1360000.0,SingleFamily,1978.0,"Natural Gas, Fireplace(s)","Central Air, Dual",Garage,3,2.0,Yorkdale Elementary School,5.0,0.4,,,,Benjamin Franklin Senior High School,7.0,0.7,"Portable Dishwasher, Gas & Electric Range, Refrigerator",,552452.0,6928.0,Los Angeles
2723 W Avenue 31,1376000.0,SingleFamily,1912.0,Central,"Central Air, Dual",,5,4.0,Glassell Park Elementary School,4.0,0.5,,,,,,,,Inside,494921.0,6329.0,Los Angeles
418 N Sweetzer Ave,5122555.0,SingleFamily,2020.0,"Central, Zoned",Central Air,"Auto Driveway Gate, Direct Access, Garage Door Opener, Concrete, Garage - Three Door, Private, Side By Side",6,7.0,"Rosewood Avenue Elementary School, School for Advanced Studies",4.0,0.4,Hubert Howe Bancroft Middle School,3.0,2.1,Fairfax Senior High School,7.0,0.7,"Dishwasher, Disposal, Microwave, Refrigerator, Vented Exhaust Fan, Built-In, Convection Oven, Gas Cooktop, Double Oven, Self Cleaning Oven, Dryer","Inside, Laundry Room",2736024.0,33347.0,Los Angeles
849 S Broadway #905,732000.0,Condo,1930.0,Central,Central Air,"Assigned, Community Structure, Covered, Controlled Entrance",0,1.0,,,,John H. Liechty Middle School,3.0,1.1,Belmont Senior High School,3.0,1.2,"Dishwasher, Microwave, Refrigerator","Community, Stackable",209000.0,2607.0,Los Angeles
3731 Moore St,1536333.0,SingleFamily,1927.0,Floor Furnace,,"Driveway, Concrete, Driveway Level, Garage, Garage Faces Front, Garage - Single Door, Garage Door Opener, Gated",2,2.0,Beethoven Street Elementary School,7.0,0.1,Mark Twain Middle School and World Languages Magnet,4.0,0.4,Venice Senior High School,6.0,0.3,"6 Burner Stove, Dishwasher, Gas Range, Tankless Water Heater",Laundry Room,588831.0,7269.0,Los Angeles
1433 W 88th St,499000.0,SingleFamily,1934.0,,,"Carport, Attached Carport, Garage",2,1.0,La Salle Avenue Elementary School,3.0,0.3,Bret Harte Preparatory Middle School,2.0,1.0,George Washington Preparatory High School,2.0,1.3,Electric Range,Inside,162564.0,2086.0,Los Angeles
6011 Madden Ave,823500.0,SingleFamily,1923.0,Central,Central Air,"Detached Carport, Concrete, Gated",3,2.0,Fifty-Ninth Street Elementary School,2.0,0.4,Audubon Middle School,2.0,1.5,,,,"Dishwasher, Disposal, Microwave, Refrigerator, Gas Range",In Kitchen,38048.0,596.0,Los Angeles
8822 S Wilton Pl,820000.0,SingleFamily,1938.0,Wall Furnace,,"Driveway, Garage",4,3.0,La Salle Avenue Elementary School,3.0,0.5,Animo Charter Middle No. 3,4.0,2.3,George Washington Preparatory High School,2.0,1.4,,Inside,622200.0,7776.0,Los Angeles
7100 Alvern St APT 217,649500.0,Condo,2010.0,Central,Central Air,"Community Structure, Assigned",2,2.0,Westport Heights Elementary School,5.0,0.9,,,,,,,"Dishwasher, Disposal, Microwave, Washer, Dryer",,397467.0,4889.0,Los Angeles
